#item,id,metadata
yglasspane,160,4
ysglasspane,160,4
ystainedglasspane,160,4
lgrpane,160,5
lightgreenglasspane,160,5
lightgreensglasspane,160,5
lightgreenstainedglasspane,160,5
lgreenglasspane,160,5
lgreensglasspane,160,5
lgreenstainedglasspane,160,5
lightgreglasspane,160,5
lightgresglasspane,160,5
lightgrestainedglasspane,160,5
lgreglasspane,160,5
lgresglasspane,160,5
lgrestainedglasspane,160,5
limeglasspane,160,5
limesglasspane,160,5
limestainedglasspane,160,5
lglasspane,160,5
lsglasspane,160,5
lstainedglasspane,160,5
pgpane,160,6
pinkglasspane,160,6
pinksglasspane,160,6
pinkstainedglasspane,160,6
piglasspane,160,6
pisglasspane,160,6
pistainedglasspane,160,6
dgpane,160,7
darkgrayglasspane,160,7
darkgraysglasspane,160,7
darkgraystainedglasspane,160,7
dgrayglasspane,160,7
dgraysglasspane,160,7
dgraystainedglasspane,160,7
darkgreyglasspane,160,7
darkgreysglasspane,160,7
darkgreystainedglasspane,160,7
dgreyglasspane,160,7
dgreysglasspane,160,7
dgreystainedglasspane,160,7
darkgraglasspane,160,7
darkgrasglasspane,160,7
darkgrastainedglasspane,160,7
dgraglasspane,160,7
dgrasglasspane,160,7
dgrastainedglasspane,160,7
grayglasspane,160,7
graysglasspane,160,7
graystainedglasspane,160,7
greyglasspane,160,7
greysglasspane,160,7
greystainedglasspane,160,7
graglasspane,160,7
grasglasspane,160,7
grastainedglasspane,160,7
lgypane,160,8
lightgrayglasspane,160,8
lightgraysglasspane,160,8
lightgraystainedglasspane,160,8
lgrayglasspane,160,8
lgraysglasspane,160,8
lgraystainedglasspane,160,8
lightgreyglasspane,160,8
lightgreysglasspane,160,8
lightgreystainedglasspane,160,8
lgreyglasspane,160,8
lgreysglasspane,160,8
lgreystainedglasspane,160,8
lightgraglasspane,160,8
lightgrasglasspane,160,8
lightgrastainedglasspane,160,8
lgraglasspane,160,8
lgrasglasspane,160,8
lgrastainedglasspane,160,8
silverglasspane,160,8
silversglasspane,160,8
silverstainedglasspane,160,8
siglasspane,160,8
siasglasspane,160,8
siastainedglasspane,160,8
cgpane,160,9
cyanglasspane,160,9
cyansglasspane,160,9
cyanstainedglasspane,160,9
cglasspane,160,9
csglasspane,160,9
cstainedglasspane,160,9
prpane,160,10
purpleglasspane,160,10
purplesglasspane,160,10
purplestainedglasspane,160,10
puglasspane,160,10
pusglasspane,160,10
pustainedglasspane,160,10
bgpane,160,11
blueglasspane,160,11
bluesglasspane,160,11
bluestainedglasspane,160,11
blueglasspane,160,11
bluesglasspane,160,11
bluestainedglasspane,160,11
brgpane,160,12
brownglasspane,160,12
brownsglasspane,160,12
brownstainedglasspane,160,12
broglasspane,160,12
brosglasspane,160,12
brostainedglasspane,160,12
dgrpane,160,13
darkgreenglasspane,160,13
darkgreensglasspane,160,13
darkgreenstainedglasspane,160,13
dgreenglasspane,160,13
dgreensglasspane,160,13
dgreenstainedglasspane,160,13
greenglasspane,160,13
greensglasspane,160,13
greenstainedglasspane,160,13
darkgreglasspane,160,13
darkgresglasspane,160,13
darkgrestainedglasspane,160,13
dgreglasspane,160,13
dgresglasspane,160,13
dgrestainedglasspane,160,13
greglasspane,160,13
gresglasspane,160,13
grestainedglasspane,160,13
rgpane,160,14
redglasspane,160,14
redsglasspane,160,14
redstainedglasspane,160,14
rglasspane,160,14
rsglasspane,160,14
rstainedglasspane,160,14
blgpane,160,15
blackglasspane,160,15
blacksglasspane,160,15
blackstainedglasspane,160,15
blaglasspane,160,15
blasglasspane,160,15
blastainedglasspane,160,15
acacialeaves,161,0
acaciatreeleaves,161,0
acacialogleaves,161,0
acaciatrunkleaves,161,0
acaciawoodleaves,161,0
aleaves,161,0
atreeleaves,161,0
alogleaves,161,0
atrunkleaves,161,0
awoodleaves,161,0
acacialeave,161,0
acaciatreeleave,161,0
acacialogleave,161,0
acaciatrunkleave,161,0
acaciawoodleave,161,0
aleave,161,0
atreeleave,161,0
alogleave,161,0
atrunkleave,161,0
awoodleave,161,0
acaciatreeleaf,161,0
acacialogleaf,161,0
acaciatrunkleaf,161,0
acaciawoodleaf,161,0
aleaf,161,0
atreeleaf,161,0
alogleaf,161,0
atrunkleaf,161,0
awoodleaf,161,0
darkoakleaves,161,1
darkoaktreeleaves,161,1
darkoaklogleaves,161,1
darkoaktrunkleaves,161,1
darkoakwoodleaves,161,1
doakleaves,161,1
doaktreeleaves,161,1
doaklogleaves,161,1
doaktrunkleaves,161,1
doakwoodleaves,161,1
doleaves,161,1
dotreeleaves,161,1
dologleaves,161,1
dotrunkleaves,161,1
dowoodleaves,161,1
darkoakleave,161,1
darkoaktreeleave,161,1
darkoaklogleave,161,1
darkoaktrunkleave,161,1
darkoakwoodleave,161,1
doakleave,161,1
doaktreeleave,161,1
doaklogleave,161,1
doaktrunkleave,161,1
doakwoodleave,161,1
doleave,161,1
dotreeleave,161,1
dologleave,161,1
dotrunkleave,161,1
dowoodleave,161,1
darkoaktreeleaf,161,1
darkoaklogleaf,161,1
darkoaktrunkleaf,161,1
darkoakwoodleaf,161,1
doakleaf,161,1
doaktreeleaf,161,1
doaklogleaf,161,1
doaktrunkleaf,161,1
doakwoodleaf,161,1
doleaf,161,1
dotreeleaf,161,1
dologleaf,161,1
dotrunkleaf,161,1
dowoodleaf,161,1
acacia,162,0
acaciatree,162,0
acacialog,162,0
acaciatrunk,162,0
acaciawood,162,0
atree,162,0
alog,162,0
atrunk,162,0
awood,162,0
darkoak,162,1
darkoaktree,162,1
darkoaklog,162,1
darkoaktrunk,162,1
darkoakwood,162,1
doak,162,1
doaktree,162,1
doaklog,162,1
doaktrunk,162,1
doakwood,162,1
dotree,162,1
dolog,162,1
dotrunk,162,1
dowood,162,1
acaciawoodenstairs,163,0
acaciawoodstairs,163,0
acaciawstairs,163,0
acaciastairs,163,0
awoodenstairs,163,0
awoodstairs,163,0
awstairs,163,0
astairs,163,0
acaciawoodenstair,163,0
acaciawoodstair,163,0
acaciawstair,163,0
acaciastair,163,0
awoodenstair,163,0
awoodstair,163,0
awstair,163,0
astair,163,0
darkoakwoodenstairs,164,0
darkoakwoodstairs,164,0
darkoakwstairs,164,0
darkoakstairs,164,0
doakwoodenstairs,164,0
doakwoodstairs,164,0
doakwstairs,164,0
doakstairs,164,0
dowoodenstairs,164,0
dowoodstairs,164,0
dowstairs,164,0
dostairs,164,0
darkoakwoodenstair,164,0
darkoakwoodstair,164,0
darkoakwstair,164,0
darkoakstair,164,0
doakwoodenstair,164,0
doakwoodstair,164,0
doakwstair,164,0
doakstair,164,0
dowoodenstair,164,0
dowoodstair,164,0
dowstair,164,0
dostair,164,0
slime,165,0
slimeblock,165,0
barrier,166,0
barrierblock,166,0
irontrapdoor,167,0
itrapdoor,167,0
irondoortrap,167,0
idoortrap,167,0
pris,168,0
prismarine,168,0
prismarineblock,168,0
pbrick,168,1
prismarinebrick,168,1
dpris,168,2
darkprismarine,168,2
lantern,169,0
sealantern,169,0
sealanternblock,169,0
hay,170,0
hayblock,170,0
haybale,170,0
baleofhay,170,0
hayofbale,170,0
whitecarpet,171,0
whitefloor,171,0
wcarpet,171,0
wfloor,171,0
carpet,171,0
floor,171,0
orangecarpet,171,1
orangefloor,171,1
ocarpet,171,1
ofloor,171,1
magentacarpet,171,2
magentafloor,171,2
mcarpet,171,2
mfloor,171,2
lightbluecarpet,171,3
lightbluefloor,171,3
lbluecarpet,171,3
lbluefloor,171,3
lbcarpet,171,3
lbfloor,171,3
lightbluecarpet,171,3
lightbluefloor,171,3
lbluecarpet,171,3
lbluefloor,171,3
yellowcarpet,171,4
yellowfloor,171,4
ycarpet,171,4
yfloor,171,4
lightgreencarpet,171,5
lightgreenfloor,171,5
lgreencarpet,171,5
lgreenfloor,171,5
lightgrecarpet,171,5
lightgrefloor,171,5
lgrecarpet,171,5
lgrefloor,171,5
limecarpet,171,5
limefloor,171,5
lcarpet,171,5
lfloor,171,5
pinkcarpet,171,6
pinkfloor,171,6
picarpet,171,6
pifloor,171,6
grfloor,171,7
darkgraycarpet,171,7
darkgrayfloor,171,7
dgraycarpet,171,7
dgrayfloor,171,7
darkgreycarpet,171,7
darkgreyfloor,171,7
dgreycarpet,171,7
dgreyfloor,171,7
darkgracarpet,171,7
darkgrafloor,171,7
dgracarpet,171,7
dgrafloor,171,7
graycarpet,171,7
grayfloor,171,7
greycarpet,171,7
greyfloor,171,7
gracarpet,171,7
grafloor,171,7
lgfloor,171,8
lightgraycarpet,171,8
lightgrayfloor,171,8
lgraycarpet,171,8
lgrayfloor,171,8
lightgreycarpet,171,8
lightgreyfloor,171,8
lgreycarpet,171,8
lgreyfloor,171,8
lightgracarpet,171,8
lightgrafloor,171,8
lgracarpet,171,8
lgrafloor,171,8
silvercarpet,171,8
silverfloor,171,8
sicarpet,171,8
siafloor,171,8
cyancarpet,171,9
cyanfloor,171,9
ccarpet,171,9
cfloor,171,9
purplecarpet,171,10
purplefloor,171,10
pucarpet,171,10
pufloor,171,10
blfloor,171,11
bluecarpet,171,11
bluefloor,171,11
bluecarpet,171,11
bluefloor,171,11
brfloor,171,12
browncarpet,171,12
brownfloor,171,12
brocarpet,171,12
brofloor,171,12
dgfloor,171,13
darkgreencarpet,171,13
darkgreenfloor,171,13
dgreencarpet,171,13
dgreenfloor,171,13
greencarpet,171,13
greenfloor,171,13
darkgrecarpet,171,13
darkgrefloor,171,13
dgrecarpet,171,13
dgrefloor,171,13
grecarpet,171,13
grefloor,171,13
redcarpet,171,14
redfloor,171,14
rcarpet,171,14
rfloor,171,14
bkfloor,171,15
blackcarpet,171,15
blackfloor,171,15
blacarpet,171,15
blafloor,171,15
hardenedclay,172,0
hardclay,172,0
hclay,172,0
coalblock,173,0
blockcoal,173,0
coblock,173,0
blockco,173,0
coalb,173,0
bcoal,173,0
packedice,174,0
packice,174,0
solidice,174,0
sunflower,175,0
yellowsunflower,175,0
lilac,175,1
magentalilac,175,1
syringa,175,1
longtallgrass,175,2
extratallgrass,175,2
doubletallgrass,175,2
largetallgrass,175,2
longtgrass,175,2
extratgrass,175,2
doubletgrass,175,2
largetgrass,175,2
ltgrass,175,2
etgrass,175,2
dtgrass,175,2
bigfern,175,3
largefern,175,3
doublefern,175,3
bfern,175,3
lfern,175,3
dfern,175,3
rosebush,175,4
redrosebush,175,4
peony,175,5
pinkpeony,175,5
paeonia,175,5
inverteddaylightsensor,178,0
daylightsensorinverted,178,0
daylightdetectorinverted,178,0
inverteddaylightdetector,178,0
rsstone,179,0
redsandstone,179,0
crstone,179,1
redsandstonechiseled,179,1
chiseledredsandstone,179,1
srstone,179,2
redsandstonesmooth,179,2
smoothredsandstone,179,2
redsandstonestair,180,0
redsandstonestairs,180,0
rsstair,180,0
stairredsandstone,180,0
doubleredsandstoneslab,181,0
doubleredsandstoneslabfull,181,8
fullredsandstoneslab,181,8
rsslab,182,0
redsandstoneslab,182,0
sprucefencegate,183,0
sfencegate,183,0
sgate,183,0
sprucegate,183,0
birchfencegate,184,0
bfencegate,184,0
bgate,184,0
birchgate,184,0
junglefencegate,185,0
jfencegate,185,0
jgate,185,0
junglegate,185,0
darkoakfencegate,186,0
doakfencegate,186,0
darkoakgate,186,0
doakgate,186,0
dogate,186,0
acaciafencegate,187,0
afencegate,187,0
acaciagate,187,0
agate,187,0
sprucefence,188,0
sfence,188,0
birchfence,189,0
bfence,189,0
junglefence,190,0
jfence,190,0
darkoakfence,191,0
dofence,191,0
doakfence,191,0
acaciafence,192,0
afence,192,0
endrod,198,0
enderrod,198,0
erod,198,0
endlight,198,0
elight,198,0
endtorch,198,0
etorch,198,0
chorusplant,199,0
chorusstem,199,0
endplant,199,0
enderplant,199,0
chorusflower,200,0
chorusblock,200,0
endflower,200,0
enderflower,200,0
purpurblock,201,0
purblock,201,0
purpleblock,201,0
purplestone,201,0
purstone,201,0
purpurpillar,202,0
purpillar,202,0
purpillarblock,202,0
purpillarstone,202,0
purplepillar,202,0
purpurstairs,203,0
purpurstair,203,0
purpurstep,203,0
purpursteps,203,0
purplestairs,203,0
purplesteps,203,0
purplestep,203,0
purstairs,203,0
pursteps,203,0
purstep,203,0
purpurslab,205,0
purpurhalf,205,0
purslab,205,0
purpleslab,205,0
purhalf,205,0
purplehalf,205,0
endstonebrick,206,0
endstonebricks,206,0
endbricks,206,0
enderbricks,206,0
ebricks,206,0
ebrick,206,0
grasspath,208,0
gpath,208,0
path,208,0
pathblock,208,0
dirtpath,208,0
dpath,208,0
worngrass,208,0
grasswalkway,208,0
dirtwalkway,208,0
endgateway,209,0
eislandportal,209,0
endgate,209,0
endergate,209,0
frostedice,212,0
magma,213,0
magmablock,213,0
blockmagma,213,0
netherwartblock,214,0
netherwblock,214,0
nwblock,214,0
wartblock,214,0
rednetherbrick,215,0
rednbrick,215,0
rnbrick,215,0
boneblock,216,0
observer,218,0
observerbox,218,0
whiteshulkerbox,219,0
whitesbox,219,0
whitesb,219,0
orangeshulkerbox,220,0
orangesbox,220,0
orangesb,220,0
magentashulkerbox,221,0
magentasbox,221,0
magentasb,221,0
lightblueshulkerbox,222,0
lightbluesbox,222,0
lightbluesb,222,0
yellowshulkerbox,223,0
yellowsbox,223,0
yellowsb,223,0
limeshulkerbox,224,0
limesbox,224,0
limesb,224,0
pinkshulkerbox,225,0
pinksbox,225,0
pinksb,225,0
grayshulkerbox,226,0
graysbox,226,0
graysb,226,0
lightgrayshulkerbox,227,0
lightgraysbox,227,0
lightgraysb,227,0
cyanshulkerbox,228,0
cyansbox,228,0
cyansb,228,0
purpleshulkerbox,229,0
purplesbox,229,0
purplesb,229,0
blueshulkerbox,230,0
bluesbox,230,0
bluesb,230,0
brownshulkerbox,231,0
brownsbox,231,0
brownsb,231,0
greenshulkerbox,232,0
greensbox,232,0
greensb,232,0
redshulkerbox,233,0
redsbox,233,0
redsb,233,0
blackshulkerbox,234,0
blacksbox,234,0
blacksb,234,0
whiteglazedterracotta,235,0
whiteglazed,235,0
whitegl,235,0
orangeglazedterracotta,236,0
orangeglazed,236,0
orangegl,236,0
magentaglazedterracotta,237,0
magentaglazed,237,0
magentagl,237,0
lightblueglazedterracotta,238,0
lightblueglazed,238,0
lightbluegl,238,0
lightblgl,238,0
yellowglazedterracotta,239,0
yellowglazed,239,0
yellowgl,239,0
limeglazedterracotta,240,0
limeglazed,240,0
limegl,240,0
pinkglazedterracotta,241,0
pinkglazed,241,0
pinkgl,241,0
grayglazedterracotta,242,0
grayglazed,242,0
graygl,242,0
greygl,242,0
lightglazedterracotta,243,0
lightglazed,243,0
silvergl,243,0
cyanglazedterracotta,244,0
cyanglazed,244,0
cyangl,244,0
purpleglazedterracotta,245,0
purpleglazed,245,0
purplegl,245,0
blueglazedterracotta,246,0
blueglazed,246,0
bluegl,246,0
brownglazedterracotta,247,0
brownglazed,247,0
browngl,247,0
greenglazedterracotta,248,0
greenglazed,248,0
greengl,248,0
redglazedterracotta,249,0
redglazed,249,0
redgl,249,0
blackglazedterracotta,250,0
blackglazed,250,0
blackgl,250,0
whiteconcrete,251,0
whitecon,251,0
whicon,251,0
orangeconcrete,251,1
orangecon,251,1
oracon,251,1
magentaconcrete,251,2
magentacon,251,2
magcon,251,2
lightblueconcrete,251,3
lightbluecon,251,3
lbcon,251,3
yellowconcrete,251,4
yellowcon,251,4
yelcon,251,4
limeconcrete,251,5
lconcrete,251,5
limecon,251,5
pinkconcrete,251,6
pinkcon,251,6
grayconcrete,251,7
greyconcrete,251,7
graycon,251,7
greycon,251,7
lightgrayconcrete,251,8
silverconcrete,251,8
silvercon,251,8
silvcon,251,8
cyanconcrete,251,9
cyancon,251,9
purpleconcrete,251,10
purplecon,251,10
purpcon,251,10
blueconcrete,251,11
bluecon,251,11
brownconcrete,251,12
browncon,251,12
greenconcrete,251,13
greencon,251,13
redconcrete,251,14
redcon,251,14
blackconcrete,251,15
blackcon,251,15
whitepowder,252,0
cpow,252,0
whitecpow,252,0
whicpow,252,0
orangepowder,252,1 
orangecpow,252,1
oracpow,252,1
magentapowder,252,2
magentacpow,252,2
magcpow,252,2
lightbluepowder,252,3
lightbluecpow,252,3
lbcpow,252,3
yellowpowder,252,4
yellowcpow,252,4
yelcpow,252,4
limepowder,252,5
lpowder,252,5
limecpow,252,5
pinkpowder,252,6
pinkcpow,252,6
graypowder,252,7
graycpow,252,7
greycpow,252,7
silverpowder,252,8
lightgraypowder,252,8
silvercpow,252,8
silvcpow,252,8
cyanpowder,252,9
cyancpow,252,9
purplepowder,252,10
purplecpow,252,10
purpcpow,252,10
bluepowder,252,11
bluecpow,252,11
brownpowder,252,12
browncpow,252,12
greenpowder,252,13
greencpow,252,13
redpowder,252,14
redcpow,252,14
blackpowder,252,15
blackcpow,252,15
structureblock,255,0
structureb,255,0
bstructure,255,0
ironshovel,256,0
ironspade,256,0
ishovel,256,0
ispade,256,0
steelshovel,256,0
steelspade,256,0
ironpickaxe,257,0
ironpick,257,0
steelpickaxe,257,0
steelpick,257,0
ipickaxe,257,0
ipick,257,0
ironaxe,258,0
iaxe,258,0
steelaxe,258,0
flintandsteel,259,0
flintandiron,259,0
flintandtinder,259,0
flintnsteel,259,0
flintniron,259,0
flintntinder,259,0
flintsteel,259,0
flintiron,259,0
flinttinder,259,0
lighter,259,0
apple,260,0
normalapple,260,0
redapple,260,0
bow,261,0
arrow,262,0
coal,263,0
charcoal,263,1
ccoal,263,1
diamond,264,0
crystal,264,0
ironingot,265,0
ironbar,265,0
ironi,265,0
steelingot,265,0
steelbar,265,0
steeli,265,0
iingot,265,0
ibar,265,0
ingotiron,265,0
bariron,265,0
iiron,265,0
ingotsteel,265,0
barsteel,265,0
isteel,265,0
ingoti,265,0
bari,265,0
goldingot,266,0
goldbar,266,0
goldi,266,0
gingot,266,0
gbar,266,0
ingotgold,266,0
bargold,266,0
igold,266,0
ingotg,266,0
barg,266,0
ironsword,267,0
steelsword,267,0
isword,267,0
woodensword,268,0
woodsword,268,0
wsword,268,0
woodenshovel,269,0
woodenspade,269,0
woodshovel,269,0
woodspade,269,0
wshovel,269,0
wspade,269,0
woodenpickaxe,270,0
woodenpick,270,0
woodpickaxe,270,0
woodpick,270,0
wpickaxe,270,0
wpick,270,0
woodenaxe,271,0
woodaxe,271,0
waxe,271,0
stonesword,272,0
cobblestonesword,272,0
cstonesword,272,0
cssword,272,0
ssword,272,0
stoneshovel,273,0
cobblestoneshovel,273,0
cobblestonespade,273,0
cstoneshovel,273,0
cstonespade,273,0
stonespade,273,0
csshovel,273,0
csspade,273,0
sshovel,273,0
sspade,273,0
stonepickaxe,274,0
cobblestonepickaxe,274,0
cobblestonepick,274,0
cstonepickaxe,274,0
cstonepick,274,0
stonepick,274,0
cspickaxe,274,0
cspick,274,0
spickaxe,274,0
spick,274,0
stoneaxe,275,0
cobblestoneaxe,275,0
cstoneaxe,275,0
csaxe,275,0
saxe,275,0
diamondsword,276,0
crystalsword,276,0
dsword,276,0
diamondshovel,277,0
diamondspade,277,0
crystalshovel,277,0
crystalspade,277,0
dshovel,277,0
dspade,277,0
diamondpickaxe,278,0
diamondpick,278,0
crystalpickaxe,278,0
crystalpick,278,0
dpickaxe,278,0
dpick,278,0
diamondaxe,279,0
crystalaxe,279,0
daxe,279,0
stick,280,0
twig,280,0
branch,280,0
bowl,281,0
woodenbowl,281,0
woodbowl,281,0
mushroomsoup,282,0
mrsoup,282,0
soup,282,0
goldsword,283,0
gsword,283,0
goldshovel,284,0
goldspade,284,0
gshovel,284,0
gspade,284,0
goldpickaxe,285,0
goldpick,285,0
gpickaxe,285,0
gpick,285,0
goldaxe,286,0
gaxe,286,0
string,287,0
thread,287,0
feather,288,0
gunpowder,289,0
sulfur,289,0
woodenhoe,290,0
woodhoe,290,0
whoe,290,0
stonehoe,291,0
cobblestonehoe,291,0
cstonehoe,291,0
cshoe,291,0
shoe,291,0
ironhoe,292,0
steelhoe,292,0
ihoe,292,0
diamondhoe,293,0
crystalhoe,293,0
dhoe,293,0
goldhoe,294,0
ghoe,294,0
seeds,295,0
seed,295,0
wheat,296,0
crops,296,0
crop,296,0
bread,297,0
leatherhelmet,298,0
leatherhelm,298,0
leatherhat,298,0
leathercoif,298,0
lhelmet,298,0
lhelm,298,0
lhat,298,0
lcoif,298,0
leatherchestplate,299,0
leatherplatebody,299,0
leatherplate,299,0
leathershirt,299,0
leathertunic,299,0
lchestplate,299,0
lplatebody,299,0
lplate,299,0
lshirt,299,0
ltunic,299,0
leatherleggings,300,0
leatherlegs,300,0
leatherpants,300,0
lleggings,300,0
llegs,300,0
lpants,300,0
leatherboots,301,0
leathershoes,301,0
lboots,301,0
lshoes,301,0
chainmailhelmet,302,0
chainmailhelm,302,0
chainmailhat,302,0
chainmailcoif,302,0
chainmhelmet,302,0
chainmhelm,302,0
chainmhat,302,0
chainmcoif,302,0
cmailhelmet,302,0
cmailhelm,302,0
cmailhat,302,0
cmailcoif,302,0
chainhelmet,302,0
chainhelm,302,0
chainhat,302,0
chaincoif,302,0
cmhelmet,302,0
cmhelm,302,0
cmhat,302,0
cmcoif,302,0
chainmailchestplate,303,0
chainmailplatebody,303,0
chainmailplate,303,0
chainmailshirt,303,0
chainmailtunic,303,0
chainmchestplate,303,0
chainmplatebody,303,0
chainmplate,303,0
chainmshirt,303,0
chainmtunic,303,0
cmailchestplate,303,0
cmailplatebody,303,0
cmailplate,303,0
cmailshirt,303,0
cmailtunic,303,0
chainchestplate,303,0
chainplatebody,303,0
chainplate,303,0
chainshirt,303,0
chaintunic,303,0
cmchestplate,303,0
cmplatebody,303,0
cmplate,303,0
cmshirt,303,0
cmtunic,303,0
chainmailleggings,304,0
chainmaillegs,304,0
chainmailpants,304,0
chainmleggings,304,0
chainmlegs,304,0
chainmpants,304,0
cmailleggings,304,0
cmaillegs,304,0
cmailpants,304,0
chainleggings,304,0
chainlegs,304,0
chainpants,304,0
cmleggings,304,0
cmlegs,304,0
cmpants,304,0
chainmailboots,305,0
chainmailshoes,305,0
chainmboots,305,0
chainmshoes,305,0
cmailboots,305,0
cmailshoes,305,0
chainboots,305,0
chainshoes,305,0
cmboots,305,0
cmshoes,305,0
ironhelmet,306,0
ironhelm,306,0
ironhat,306,0
ironcoif,306,0
ihelmet,306,0
ihelm,306,0
ihat,306,0
icoif,306,0
steelhelmet,306,0
steelhelm,306,0
steelhat,306,0
steelcoif,306,0
shelmet,306,0
shelm,306,0
shat,306,0
scoif,306,0
ironchestplate,307,0
ironplatebody,307,0
ironshirt,307,0
irontunic,307,0
ichestplate,307,0
iplatebody,307,0
ishirt,307,0
itunic,307,0
steelchestplate,307,0
steelplatebody,307,0
steelplate,307,0
steelshirt,307,0
steeltunic,307,0
schestplate,307,0
splatebody,307,0
sshirt,307,0
stunic,307,0
ironleggings,308,0
ironlegs,308,0
ironpants,308,0
ileggings,308,0
ilegs,308,0
ipants,308,0
steelleggings,308,0
steellegs,308,0
steelpants,308,0
sleggings,308,0
slegs,308,0
spants,308,0
ironboots,309,0
ironshoes,309,0
iboots,309,0
ishoes,309,0
steelboots,309,0
steelshoes,309,0
sboots,309,0
sshoes,309,0
diamondhelmet,310,0
diamondhelm,310,0
diamondhat,310,0
diamondcoif,310,0
dhelmet,310,0
dhelm,310,0
dhat,310,0
dcoif,310,0
crystalhelmet,310,0
crystalhelm,310,0
crystalhat,310,0
crystalcoif,310,0
chelmet,310,0
chelm,310,0
chat,310,0
ccoif,310,0
diamondchestplate,311,0
diamondplatebody,311,0
diamondplate,311,0
diamondshirt,311,0
diamondtunic,311,0
dchestplate,311,0
dplatebody,311,0
dplate,311,0
dshirt,311,0
dtunic,311,0
crystalchestplate,311,0
crystalplatebody,311,0
crystalplate,311,0
crystalshirt,311,0
crystaltunic,311,0
cchestplate,311,0
cplatebody,311,0
cplate,311,0
cshirt,311,0
ctunic,311,0
diamondleggings,312,0
diamondlegs,312,0
diamondpants,312,0
dleggings,312,0
dlegs,312,0
dpants,312,0
crystalleggings,312,0
crystallegs,312,0
crystalpants,312,0
cleggings,312,0
clegs,312,0
cpants,312,0
diamondboots,313,0
diamondshoes,313,0
dboots,313,0
dshoes,313,0
crystalboots,313,0
crystalshoes,313,0
cboots,313,0
cshoes,313,0
goldhelmet,314,0
goldhelm,314,0
goldhat,314,0
goldcoif,314,0
ghelmet,314,0
ghelm,314,0
ghat,314,0
gcoif,314,0
goldchestplate,315,0
goldplatebody,315,0
goldshirt,315,0
goldtunic,315,0
gchestplate,315,0
gplatebody,315,0
gplateplate,315,0
gshirt,315,0
gtunic,315,0
goldleggings,316,0
goldlegs,316,0
goldpants,316,0
gleggings,316,0
glegs,316,0
gpants,316,0
goldboots,317,0
goldshoes,317,0
gboots,317,0
gshoes,317,0
flint,318,0
pork,319,0
porkchop,319,0
rawpork,319,0
rpork,319,0
rawporkchop,319,0
rporkchop,319,0
cookedpork,320,0
grilledpork,320,0
grillpork,320,0
gpork,320,0
cookpork,320,0
cpork,320,0
grilledporkchop,320,0
grillporkchop,320,0
gporkchop,320,0
cookedporkchop,320,0
cookporkchop,320,0
cporkchop,320,0
bacon,320,0
painting,321,0
picture,321,0
goldenapple,322,0
goldapple,322,0
gapple,322,0
enchantedgoldenapple,322,1
enchantedgoldapple,322,1
enchantedgapple,322,1
supergoldenapple,322,1
supergoldapple,322,1
supergapple,322,1
magicalgoldenapple,322,1
magicalgoldapple,322,1
magicalgapple,322,1
magicgoldenapple,322,1
magicgoldapple,322,1
magicgapple,322,1
egoldenapple,322,1
egoldapple,322,1
egapple,322,1
sgoldenapple,322,1
sgoldapple,322,1
sgapple,322,1
mgoldenapple,322,1
mgoldapple,322,1
mgapple,322,1
sign,323,0
woodendoor,324,0
wooddoor,324,0
wdoor,324,0
door,324,0
oakdoor,324,0
odoor,324,0
bucket,325,0
bukkit,325,0
waterbucket,326,0
waterbukkit,326,0
wbucket,326,0
wbukkit,326,0
magmabucket,327,0
magmabukkit,327,0
lavabucket,327,0
lavabukkit,327,0
lbucket,327,0
lbukkit,327,0
minecart,328,0
mcart,328,0
cart,328,0
saddle,329,0
irondoor,330,0
idoor,330,0
steeldoor,330,0
sdoor,330,0
dooriron,330,0
doori,330,0
doorsteel,330,0
doors,330,0
redstonedust,331,0
redstone,331,0
rstonedust,331,0
rstone,331,0
redsdust,331,0
reddust,331,0
rsdust,331,0
rdust,331,0
snow,332,0
snowball,332,0
snball,332,0
sball,332,0
boat,333,0
oakboat,333,0
oboat,333,0
leather,334,0
cowhide,334,0
hide,334,0
milkbucket,335,0
milkbukkit,335,0
mbucket,335,0
mbukkit,335,0
claybrick,336,0
brick,336,0
redbrick,336,0
rbrick,336,0
clayball,337,0
cball,337,0
clay,337,0
reeds,338,0
reed,338,0
sugarcane,338,0
scane,338,0
bamboo,338,0
paper,339,0
papyrus,339,0
book,340,0
slimeball,341,0
slball,341,0
chestminecart,342,0
storageminecart,342,0
storagemcart,342,0
chestmcart,342,0
storagecart,342,0
chestcart,342,0
sminecart,342,0
cminecart,342,0
smcart,342,0
cmcart,342,0
scart,342,0
ccart,342,0
furnaceminecart,343,0
engineminecart,343,0
poweredminecart,343,0
powerminecart,343,0
enginemcart,343,0
poweredmcart,343,0
powermcart,343,0
furnacemcart,343,0
enginecart,343,0
poweredcart,343,0
powercart,343,0
furnacecart,343,0
eminecart,343,0
pminecart,343,0
fminecart,343,0
emcart,343,0
pmcart,343,0
fmcart,343,0
ecart,343,0
pcart,343,0
fcart,343,0
egg,344,0
compass,345,0
fishingrod,346,0
fishrod,346,0
frod,346,0
rod,346,0
watch,347,0
goldwatch,347,0
goldclock,347,0
gwatch,347,0
gclock,347,0
clock,347,0
glowstonedust,348,0
glowingstonedust,348,0
lightstonedust,348,0
lbdust,348,0
gbdust,348,0
lsdust,348,0
gsdust,348,0
rawfish,349,0
